OID,AddNum_Pre,Add_Number,AddNum_Suf,AddNo_Full,St_PreMod,St_PreDir,St_PreTyp,St_PreSep,St_Name,St_PosTyp,St_PosDir,St_PosMod,StNam_Full,Building,Floor,Unit,Room,Seat,Addtl_Loc,SubAddress,LandmkName,County,Inc_Muni,Post_City,Census_Plc,Uninc_Comm,Nbrhd_Comm,NatAmArea,NatAmSub,Urbnztn_PR,PlaceOther,PlaceNmTyp,State,Zip_Code,Plus_4,UUID,AddAuth,AddrRefSys,Longitude,Latitude,NatGrid,Elevation,Placement,AddrPoint,Related_ID,RelateType,ParcelSrc,Parcel_ID,AddrClass,Lifecycle,Effective,Expire,DateUpdate,AnomStatus,LocatnDesc,Addr_Type,DeliverTyp,NAD_Source,DataSet_ID
-1,,1200,,1200,,,,,LAURELLEAF,Drive,,,LAURELLEAF Drive,,,,,,,,,Travis,Unincorporated,Pflugerville,,,,,,,,,TX,78660,,{CD737AC2-1D86-4525-8266-864BE703617E},CAPCOG,,-97.633038843999898,30.458060044000000,14RPU3123670337,,Unknown,-97.6330388439999 30.458060044,,,,,Numbered Thoroughfare Address,,2/1/2022 0:00:00,,7/27/2022 0:00:00,,,Unknown,,"Travis County, Texas",
-1,,26839,,26839,,West,,,HEMLOCK,Road,,,West HEMLOCK Road,,,,,,,,,Grundy,CHANNAHON,CHANNAHON,,,,,,,,,IL,60410,,{12603B46-488F-4AF4-804F-96C913DD4818},Reserved for future use,,-88.261435787071406,41.414587986778699,16TCL9457785549,,Unknown,-88.2614357870714 41.4145879867787,,,,,Numbered Thoroughfare Address,,,,2/16/2023 0:00:00,,,Unknown,,State of Illinois,
-1,,2006,,2006,,,,,MAIN,Street,,,MAIN Street,,,,,,,,,Scott,DAVENPORT,DAVENPORT,,,,,,,,,IA,52803,,{257603B4-C164-4369-963E-DEC562A9CF04},scott.ia.us.gov,,-90.575875909000004,41.539766853000103,15TYG0220701516,,Unknown,-90.575875909 41.5397668530001,,,,,Numbered Thoroughfare Address,,,,5/25/2012 0:00:00,,,Unknown,,State of Iowa,
-1,,118,,118,,,,,Cypress,Court,,,Cypress Court,,,Apt 30,,,,Apt 30,,Madison,Huntsville,Huntsville,,,,,,,,,AR,72740,9567,{BC87F6DC-67CA-446B-8CB3-5BEAFB994933},087,,-93.739693046322799,36.083482503168199,15SVV3340293461,,Unknown,-93.7396930463228 36.0834825031682,,,,,Numbered Thoroughfare Address,,,,10/19/2020 0:00:00,,,Unknown,,Arkansas Geographic Information Office,
-1,,10604,,10604,,,,,WILD OAK,Drive,,,WILD OAK Drive,,,,,,,,,Tarrant,Unincorporated,FORT WORTH,,,,,,,,,TX,,,{C8D73128-7D09-457A-B8DF-08206335B93F},Tarrant Co 911,,-97.292480174000005,32.602285687000098,14SPB6023108484,,Unknown,-97.292480174 32.6022856870001,,,,,Numbered Thoroughfare Address,,5/1/2022 0:00:00,,3/22/2020 0:00:00,,,Unknown,,"Tarrant County, Texas",
-1,,4322,,4322,,,,,BROOKDALE,Drive,,,BROOKDALE Drive,,,,,,,,,Brown,Unincorporated,BROWNWOOD,,,,,,,,,TX,76801,,{D6911E0E-FA30-41C8-9F01-3E193127424B},CSEC,,-99.001197414000004,31.676964394999999,14RMA9988604630,,Unknown,-99.001197414 31.676964395,,,,,Numbered Thoroughfare Address,,10/2/2021 0:00:00,,5/5/2021 0:00:00,,,Unknown,,"Brown County, Texas",
-1,,5034,,5034,,,,,WOODLAWN,Drive,,,WOODLAWN Drive,,,,,,,,,Jefferson,Unincorporated,GROVES,,,,,,,,,TX,77619,,{150C4FAB-AE08-48C3-8D70-408F37750B98},CSEC,,-93.920166730000005,29.928161473999999,15RVP1118611180,,Unknown,-93.92016673 29.928161474,,,,,Numbered Thoroughfare Address,,2/1/2022 0:00:00,,1/7/2020 19:05:44,,,Unknown,,"Jefferson County, Texas",
-1,,89,,89,,,,,BEACON,Street,,,BEACON Street,,,5,,,,5,,Suffolk,BOSTON,Not stated,,BOSTON,,,,,,,MA,02108,,{9D24E6C5-6B07-40BC-BF9B-437F0530BB13},BOSTON,UNINC_COMM,-71.071860595000004,42.355888672000098,19TCG2936991370,,Unknown,-71.071860595 42.3558886720001,,,,,Numbered Thoroughfare Address,,,,9/22/2022 0:00:00,,,Unknown,,"BOSTON, Massachusetts",
-1,,263,,263,,,,,COBBLESTONE,Circle,,,COBBLESTONE Circle,,,,,,,,,Ellis,Unincorporated,RED OAK,,,,,,,,,TX,75154,,{02C37A4E-500B-4AD9-A57F-D1AD801BFEA7},NCTCOG,,-96.781384868999993,32.530105988000102,14SQB0836701366,,Unknown,-96.781384869 32.5301059880001,,,,,Numbered Thoroughfare Address,,10/2/2021 0:00:00,,2/3/2020 3:18:28,,,Unknown,,"Ellis County, Texas",
-1,,5407,,5407,,,,,THRUSH,Drive,,,THRUSH Drive,,,,,,,,,Harris,Unincorporated,HOUSTON,,,,,,,,,TX,77033,,{3D106059-1C3E-4655-83A8-4DBE979E7D70},HGAC STARMAP,,-95.342742787999995,29.660134890999998,15RTN7324983421,,Unknown,-95.342742788 29.660134891,,,,,Numbered Thoroughfare Address,,10/2/2021 0:00:00,,7/27/2022 0:00:00,,,Unknown,,"Harris County, Texas",
-1,,1331,,1331,,,,,AMY,Court,,,AMY Court,,,,,,,,,Cook,WHEELING,WHEELING,,,,,,,,,IL,60090,2203,{BEC19BB7-6262-476A-A2C6-21413A197F77},Reserved for future use,,-87.949703756564304,42.152568943011403,16TDM2153567152,,Unknown,-87.9497037565643 42.1525689430114,,,,,Numbered Thoroughfare Address,,,,10/21/2015 15:20:20,,,Unknown,,State of Illinois,
-1,,2758,,2758,,West,,,LASALLE,,,,West LASALLE,,,,,,,,,Greene,Unincorporated,SPRINGFIELD,,,,,,,,,MO,65807,,{CEF8B940-6F8A-45ED-AFF8-F6A38D83B84B},Greene County,,-93.333923584999994,37.143213253000098,15SVB7034410811,,Structure - Entrance,-93.333923585 37.1432132530001,,,,,Numbered Thoroughfare Address,,,,2/2/2022 0:00:00,,,Unknown,,"Greene County, Missouri",
-1,,631,,631,,West,,,38TH,Street,,,West 38TH Street,,,,,,,,,Travis,Unincorporated,Austin,,,,,,,,,TX,78705,,{3F04300D-55A6-4D2C-B255-09329B21EADF},CAPCOG,,-97.739818352000000,30.302923082000099,14RPU2117553024,,Unknown,-97.739818352 30.3029230820001,,,,,Numbered Thoroughfare Address,,2/1/2022 0:00:00,,7/27/2022 0:00:00,,,Unknown,,"Travis County, Texas",
-1,,70,,70,,,,,EAST,Street,,,EAST Street,,,,,,,,,Worcester,GRAFTON,Not stated,,GRAFTON,,,,,,,MA,01536,,{8AD0EFA0-5FCB-FCB5-7AE0-03FAA16683D2},GRAFTON,UNINC_COMM,-71.696930793000007,42.234118629000100,19TBG7745979292,,Structure - Rooftop,-71.696930793 42.2341186290001,,,,,Numbered Thoroughfare Address,,,,2/3/2014 0:00:00,,,Residential,,"MASSGIS, Massachusetts",
-1,,101,,101,,,,,Gretna Green,Court,,,Gretna Green Court,,,,,,,,,Alexandria city,Alexandria City,Alexandria,,,,,,,,,VA,22304,,{87CD79E6-0CD4-44CD-8B02-E6742E178F36},Alexandria City,,-77.122632650586596,38.811082362508003,18SUH1570097952,,Structure - Entrance,-77.1226326505866 38.811082362508,,,,,Numbered Thoroughfare Address,,1/25/2022 0:00:00,,1/25/2022 0:00:00,,,Unknown,,Virginia Geographic Information Network,
-1,,250,,250,,,,,PAWNEE,Court,,,PAWNEE Court,,,,,,MTRUMR00236**C,MTRUMR00236**C,,Trumbull,GIRARD,GIRARD,,GIRARD,SENECA WOODS,,,,,,OH,44420,,{439A923C-0CFA-4895-A03C-AA260AA25AA5},COUNTY,,-80.698358073542394,41.171917223878403,17TNF2530257885,,Unknown,-80.6983580735424 41.1719172238784,,,,,Numbered Thoroughfare Address,,,,7/1/2015 0:00:00,,,Residential,,OHIO LOCATION BASED RESPONSE SYSTEM,
-1,,485,,485,,,,,Lakewood,Trail,,,Lakewood Trail,,,,,,,,,Henry,Henry County,Martinsville,Chatmoss CDP,,,,,,,,VA,24112,,{DDA418CA-7C5B-4746-ACD9-1DFCA5C43D0D},Henry County,,-79.798633159367299,36.687982368390898,17SPA0733060932,,Structure - Rooftop,-79.7986331593673 36.6879823683909,,,,,Numbered Thoroughfare Address,,2/8/2022 0:00:00,,2/8/2022 0:00:00,,,Unknown,,Virginia Geographic Information Network,
-1,,6715,,6715,,,,,HIGHWAY 76,,West,,HIGHWAY 76 West,,,,,,,,,Robertson,Unincorporated,ADAMS,,,,,,,,,TN,37010,,{111ABA66-647D-4553-A1DD-899312FF8864},911ADD,,-87.078786937693494,36.575103759508302,16SDF9295147741,,Unknown,-87.0787869376935 36.5751037595083,,,,,Numbered Thoroughfare Address,,11/30/1999 0:00:00,,1/22/2021 16:41:48,,,Unknown,,State of TN,
-1,,2235,,2235,,East,,,WHIPP,Road,,,East WHIPP Road,,,,,,TMOTTR00084**N,TMOTTR00084**N,,Montgomery,Unincorporated,KETTERING,,,,,,,,,OH,45440,,{EBF55C92-AF35-49F6-BDE7-ABFBE1B33807},COUNTY,,-84.124707334412804,39.663038976841001,16SGJ4665594311,,Unknown,-84.1247073344128 39.663038976841,,,,,Numbered Thoroughfare Address,,,,1/28/2014 0:00:00,,,Residential,,OHIO LOCATION BASED RESPONSE SYSTEM,
-1,,965,,965,,,,,B,Street,,,B Street,,,,,,,,,Virginia Beach city,Virginia Beach City,Virginia Beach,,,,,,,,,VA,23451,,{B137F674-E426-4E4D-8CC8-D35B61AEF76B},Virginia Beach City,,-75.992916389724996,36.849829921154303,18SVF1147978673,,Structure - Rooftop,-75.992916389725 36.8498299211543,,,,,Numbered Thoroughfare Address,,12/12/2021 0:00:00,,12/12/2021 0:00:00,,,Unknown,,Virginia Geographic Information Network,
-1,,2001,,2001,,,,,15th,Street,,,15th Street,,,,,,,,,Rensselaer,Troy,Troy,,,,,,,,,NY,12180,,{07C7180C-43CA-44E8-B7A2-6F8FCC9B14C7},911 Addressing Authority,,-73.677180340602007,42.732125792699300,18TXN0828831916,,Structure - Rooftop,-73.677180340602 42.7321257926993,,,,,Numbered Thoroughfare Address,,,,7/23/2018 20:07:26,,,Unknown,,New York State GIS Program Office,
-1,,14632,,14632,,,,,Lilva,Drive,,,Lilva Drive,,,,,,,,,Fairfax,Fairfax County,Centreville,Centreville CDP,,,,,,,,VA,20120,,{1F5A6D57-0849-4A4F-87E4-0ADF969B1423},Fairfax County,,-77.454214669485296,38.866599766988102,18STJ8707204835,,Structure - Rooftop,-77.4542146694853 38.8665997669881,,,,,Numbered Thoroughfare Address,,1/31/2022 0:00:00,,1/31/2022 0:00:00,,,Unknown,,Virginia Geographic Information Network,
-1,,5984,,5984,,,,,CARMON,Drive,,,CARMON Drive,,,,,,,,,Weld,WINDSOR,Not stated,,,,,,,,,CO,80550,,{41A2323A-A433-467F-B807-FC66E5C359F0},,,-104.942770392097998,40.536221143866797,13TEE0484687276,,Unknown,-104.942770392098 40.5362211438668,,,,,Numbered Thoroughfare Address,,,,5/1/2022 0:00:00,,,Unknown,,Colorado OIT GIS,
-1,,162,,162,,East,,,23rd,Street,,,East 23rd Street,,,,,,,,,Passaic,"Passaic, Paterson",Paterson,,,,,,,,,NJ,07514,2163,{77AE0D77-D72F-4730-B4CB-0520B0494BA3},NJ Office of GIS,,-74.147218084515302,40.934610558554603,18TWL7179131848,,Parcel - Centroid,-74.14721808451527 40.934610558554596,,,,fe8d2500-ef14-4ce3-8320-c68dc66588b1,Numbered Thoroughfare Address,,,,1/13/2022 14:32:23,,,Residence,,State of New Jersey,f1590c47-849a-485a-beaf-1e4cf71ca19d
-1,,361,,361,,,,,15TH,Street,,,15TH Street,,,,,,,,,Rock Island,SILVIS,SILVIS,,,,,,,,,IL,61282,,{B2E8A01B-6C1D-4DAA-8A11-8FF26D9D57D5},ricoetsb.org,,-90.408637763083703,41.506972630793001,15TYF1626898280,,Unknown,-90.4086377630837 41.506972630793,,,,,Numbered Thoroughfare Address,,,,4/29/2020 17:04:57,,,Unknown,,State of Illinois,
-1,,207,,207,,,,,Rock,Avenue,,,Rock Avenue,,,,,,,,,Somerset,"Somerset, Green Brook Township",Green Brook,,,,,,,,,NJ,08812,2612,{83C72841-CF4D-41C2-8267-0DA327308F5C},NJ Office of GIS,,-74.460997671054301,40.606168537101603,18TWK4559995179,,Structure - Rooftop,-74.46099767105429 40.60616853710155,,,,ca82dae8-33cb-4e41-9526-84bb3f823dca,Numbered Thoroughfare Address,,,,6/27/2023 13:58:35,,,Residence,,State of New Jersey,0338fe9c-8add-4222-96ea-5bdfe682bb39
-1,,8,,8,,,,,Devotion,Avenue,,,Devotion Avenue,,,,,,,,,York,Sanford,Sanford,,Sanford,,,,,,,ME,04073,,{2B3C9F07-B14D-4698-AC7C-F70B0A829BBF},es.ngesi.maine.gov,,-70.690934629927895,43.399561557030502,19TCJ6306906575,,Structure - Rooftop,-70.6909346299279 43.3995615570305,,,,,Numbered Thoroughfare Address,,,,3/7/2022 11:12:45,,,Unknown,,ngesi.maine.gov,
-1,,204,,204,,,,,Williams,Street,,,Williams Street,,,,,,,,,Onondaga,Clay,Syracuse,,,,,,,,,NY,13212,,{38E20728-422D-4955-A0DC-C19A70341D13},911 Addressing Authority,,-76.151095494520803,43.136347625733002,18TVN0638376599,,Structure - Rooftop,-76.1510954945208 43.136347625733,,,,,Numbered Thoroughfare Address,,,,7/23/2018 20:07:26,,,Unknown,,New York State GIS Program Office,
-1,,8811,,8811,,,,,TOULOUSE,,,,TOULOUSE,,,,,,,,,Bexar,Unincorporated,SAN ANTONIO,,,,,,,,,TX,,,{93565F06-82EE-4D02-BB5E-689DE232B89C},BEXARMETRO911,,-98.634927036999997,29.524156328000100,14RNT3537766115,,Unknown,-98.634927037 29.5241563280001,,,,,Numbered Thoroughfare Address,,10/4/2021 0:00:00,,7/27/2022 0:00:00,,,Unknown,,"Bexar County, Texas",
-1,,34959,,34959,,,County Highway,,2,,,,County Highway 2,,,,,,,,,Pike,UNINCORPORATED,BAYLIS,,,,,,,,,IL,62314,2704,{6DB0E18B-E792-4C45-B634-43903416FD7B},RESERVED FOR FUTURE USE,,-90.877087555014896,39.722280787035999,15SXD8195099088,,Unknown,-90.8770875550149 39.722280787036,,,,,Numbered Thoroughfare Address,,,,2/16/2023 0:00:00,,,Unknown,,State of Illinois,
-1,,1630,,1630,,,,,WORCESTER,Road,,,WORCESTER Road,,,509,,,,509,JEFFERSON HILLS APARTMENTS,Middlesex,FRAMINGHAM,Not stated,,FRAMINGHAM,,,,,,,MA,01702,,{8AD0EFB4-FD46-D465-7AE0-03FAA16683D2},FRAMINGHAM,UNINC_COMM,-71.473180722999999,42.295248647999998,19TBG9612085520,,Structure - Rooftop,-71.473180723 42.295248648,,,,,Numbered Thoroughfare Address,,,,8/26/2014 0:00:00,,,Residential,,"MASSGIS, Massachusetts",
-1,,303,,303,,,,,STATE,Street,,,STATE Street,3,,,,,,3,,Barnstable,BREWSTER,Not stated,,BREWSTER,,,,,,,MA,02631,,{8AD0EFC4-7DCB-DCB5-7AE0-03FAA16683D2},BREWSTER,UNINC_COMM,-70.068210231999998,41.754078587999999,19TDG1119223023,,Structure - Rooftop,-70.068210232 41.754078588,,,,,Numbered Thoroughfare Address,,,,12/21/2015 0:00:00,,,Educational,,"MASSGIS, Massachusetts",
-1,,12404,,12404,,,,,LAS FLORES,Drive,,,LAS FLORES Drive,,,,,,,,,Travis,Unincorporated,Austin,Steiner Ranch CDP,,,,,,,,TX,78732,,{0689BF95-65ED-48C8-9579-9D341CEF72C0},CAPCOG,,-97.901239692999994,30.359620047000099,14RPU0559159147,,Unknown,-97.901239693 30.3596200470001,,,,,Numbered Thoroughfare Address,,2/1/2022 0:00:00,,7/27/2022 0:00:00,,,Unknown,,"Travis County, Texas",
-1,,1002,,1002,,,,,ELON ACORN,Drive,,,ELON ACORN Drive,,,102D,,,Council Hall- The Oaks Bldg B,102D Council Hall- The Oaks Bldg B,,Alamance,ELON,ELON,,,,,,,,,NC,27244,,{45C5A8B8-C3A1-4AE6-A8FB-BF29EEA267E3},,,-79.509294738741204,36.105002048209201,17SPV3418096623,,Unknown,-79.5092947387412 36.1050020482092,,,,,Numbered Thoroughfare Address,,,,2/9/2023 0:00:00,,,Unknown,,State of North Carolina,
-1,,254,,254,,,,,KOSSUTH,Street,,,KOSSUTH Street,,,,,,,,,Kane,SOUTH ELGIN,SOUTH ELGIN,,,,,,,,,IL,60177,1112,{CEE0F4B2-03A2-4704-B3AA-38483DBF561B},Reserved for future use,,-88.298080671726595,41.998982562066097,16TCM9249350478,,Parcel - Other,-88.2980806717266 41.9989825620661,,,,,Numbered Thoroughfare Address,,,,4/9/2020 16:32:26,,,Unknown,,State of Illinois,
-1,,195,,195,,,,,BOONE,Road,,,BOONE Road,,,,,,,,,Craven,Unincorporated,HAVELOCK,,,,,,,,,NC,28532,,{3B465D20-46DF-40D8-9C88-441589737889},,,-76.781616658377899,34.878538185616897,18SUD3717561021,,Unknown,-76.7816166583779 34.8785381856169,,,,,Numbered Thoroughfare Address,,6/20/2022 11:25:36,,6/20/2022 11:25:20,,,Residential,,State of North Carolina,
-1,,6647,,6647,,,,,Scenic,Court,,,Scenic Court,,,,,,,,,Milwaukee,Unincorporated,FRANKLIN,,,,,,,,,WI,53132,8393,{04C392C7-0CB0-4916-8326-A8DB2F2B14CA},lee.frederick@milwaukeecountywi.gov,,-87.976574080000006,42.923832640000001,16TDN2030252819,,Unknown,-87.97657408 42.92383264,,,,,Numbered Thoroughfare Address,,,,7/17/2018 8:23:56,,,Unknown,,State of Wisconsin,
-1,,6748,,6748,,,,,HIGHLAND HOUSE,,,,HIGHLAND HOUSE,,2,APT C,,,,2 APT C,,St. Louis,Unincorporated,SAINT LOUIS,Affton CDP,,,,,,,,MO,63123,,{8846296E-FF86-4B25-81FF-93F2635E2489},St Louis County,,-90.330107428999995,38.559481019000003,15SYC3263671273,,Structure - Entrance,-90.330107429 38.559481019,,,,,Numbered Thoroughfare Address,,,,2/2/2022 0:00:00,,,Unknown,,"St Louis County, Missouri",
-1,,53,,53,,,,,ELDRIDGE,Avenue,,,ELDRIDGE Avenue,,,,,,,,,Barnstable,BARNSTABLE,Not stated,,HYANNIS,,,,,,,MA,02601,,{8AD0EF9D-A51C-51C5-7AE0-03FAA16683D2},BARNSTABLE,UNINC_COMM,-70.300580303000004,41.658158561999997,19TCG9171312640,,Structure - Rooftop,-70.300580303 41.658158562,,,,,Numbered Thoroughfare Address,,,,1/20/2014 0:00:00,,,Residential,,"MASSGIS, Massachusetts",
-1,,519,,519,,,,,PECORE,Street,,,PECORE Street,,,,,,,,,Harris,Unincorporated,HOUSTON,,,,,,,,,TX,77009,,{3BA678EF-DFDD-4C96-9C7F-F39AEBC84FE8},HGAC STARMAP,,-95.376896009000006,29.790803263000001,15RTN7024097973,,Unknown,-95.376896009 29.790803263,,,,,Numbered Thoroughfare Address,,10/2/2021 0:00:00,,7/27/2022 0:00:00,,,Unknown,,"Harris County, Texas",
-1,,10151,,10151,,East,,,Witez Ii,Lane,,,East Witez Ii Lane,,,,,,,,,Matanuska-Susitna Borough,Matanuska-Susitna Borough,PALMER,Gateway CDP,,,Chickaloon ANVSA,,,,,AK,,,{0ED2E1C3-CD68-4A13-BD9D-BD21949EBBA3},matsugov.us,,-149.194230783340998,61.603499408596598,06VUP8359631971,,Unknown,-149.194230783341 61.6034994085966,,,,,Numbered Thoroughfare Address,,,,3/10/2022 0:00:00,,,Unknown,,"Matanuska-Susitna, Alaska",
-1,,1224,,1224,,,,,47,Street,,,47 Street,,,,,,,,,Kings,Unincorporated,Brooklyn,,,,,,,,,NY,11219,,{7E01AE04-239A-4F0E-8EF2-7FE4BE09374D},911 Addressing Authority,,-73.992606021673495,40.637023110863304,18TWK8518798952,,Structure - Rooftop,-73.9926060216735 40.6370231108633,,,,,Numbered Thoroughfare Address,,,,12/12/2022 12:31:36,,,Unknown,,New York State GIS Program Office,
-1,,6011,,6011,,,,,SOUTHMONT,Street,,,SOUTHMONT Street,,,,,,,,,Harris,Unincorporated,HOUSTON,,,,,,,,,TX,77033,,{4F334A42-3023-4FCF-8DD8-2777664FEA6A},HGAC STARMAP,,-95.326446458000007,29.687305110000100,15RTN7488786401,,Unknown,-95.326446458 29.6873051100001,,,,,Numbered Thoroughfare Address,,10/2/2021 0:00:00,,7/27/2022 0:00:00,,,Unknown,,"Harris County, Texas",
-1,,7042,,7042,,,,,Burhan,Road,,,Burhan Road,,,,,,,,,Cayuga,Summerhill,Moravia,,,,,,,,,NY,13118,,{2E5AAB13-65A6-48A2-8145-2FE51DE98AF6},911 Addressing Authority,,-76.278224946866899,42.691853453427598,18TUN9529427388,,Property Access,-76.2782249468669 42.6918534534276,,,,,Numbered Thoroughfare Address,,,,7/10/2020 13:19:12,,,Residential,,New York State GIS Program Office,
-1,,1612,,1612,,,,,BUSH HILL,Drive,,,BUSH HILL Drive,,,,,,MFAIMR00300**C,MFAIMR00300**C,,Fairfield,LANCASTER,LANCASTER,,LANCASTER,,,,,,,OH,43130,,{9155B3C9-B265-4A27-8336-8CB7E571945B},COUNTY,,-82.631501941399605,39.744075373469798,17SLE6021300625,,Unknown,-82.6315019413996 39.7440753734698,,,,,Numbered Thoroughfare Address,,,,2/12/2004 0:00:00,,,Residential,,OHIO LOCATION BASED RESPONSE SYSTEM,
-1,,624,,624,,,,,3RD,Avenue,South,,3RD Avenue South,,,,,,,,,Galveston,Unincorporated,TEXAS CITY,,,,,,,,,TX,77590,,{250A1E18-396A-40E8-B26B-76C2587178FE},HGAC STARMAP,,-94.903506887000006,29.381451586000001,15RUN1526551754,,Unknown,-94.903506887 29.381451586,,,,,Numbered Thoroughfare Address,,10/2/2021 0:00:00,,7/27/2022 0:00:00,,,Unknown,,"Galveston County, Texas",
-1,,9005,,9005,,,,,GOLDENROD,Lane,,,GOLDENROD Lane,,,,,,,,,Prince George's,Unincorporated,UPPER MARLBORO,Melwood CDP,,,,,,,,MD,20772,,{A6D958D3-5674-451C-A4D3-C28BC72DFD22},PRINCE GEORGES COUNTY,,-76.850925015342696,38.802345227769997,18SUH3927496470,,Unknown,-76.8509250153427 38.80234522777,,,,,Numbered Thoroughfare Address,,,,6/28/2022 0:00:00,,,Other,,Maryland Department of Information Technology,
-1,,2365,,2365,,South,,,GOLDEN,,,,South GOLDEN,,,,,,,,,Greene,Unincorporated,SPRINGFIELD,,,,,,,,,MO,65807,,{AD037431-AB69-46C9-B362-F9A5928E5F4E},Greene County,,-93.341409342999995,37.172370763000103,15SVB6969114048,,Structure - Entrance,-93.341409343 37.1723707630001,,,,,Numbered Thoroughfare Address,,,,2/2/2022 0:00:00,,,Unknown,,"Greene County, Missouri",
-1,,103,,103,,East,,,FAIRWAY,Drive,,,East FAIRWAY Drive,,,,,,,,,Beaufort,Unincorporated,WASHINGTON,River Road CDP,,,,,,,,NC,27889,,{911B8E44-212B-40C9-A67D-D1B452403289},,,-76.972267666190604,35.495038727756899,18SUE2110629731,,Unknown,-76.9722676661906 35.4950387277569,,,,,Numbered Thoroughfare Address,,,,8/27/2013 11:38:20,,,Unknown,,State of North Carolina,
-1,,3658,,3658,,,,,KENYON,Avenue,,,KENYON Avenue,,,,,,,,,Baltimore city,Unincorporated,BALTIMORE,,,,,,,,,MD,21213,,{1018F2E1-F966-4454-97F9-D6BAE639974C},BALTIMORE CITY,,-76.562150597036194,39.318447159165302,18SUJ6533553279,,Unknown,-76.5621505970362 39.3184471591653,,,,,Numbered Thoroughfare Address,,,,6/28/2022 0:00:00,,,Other,,Maryland Department of Information Technology,
-1,,2274,,2274,,,,,FROSTWOOD,Drive,,,FROSTWOOD Drive,,,,,,,,,Mahoning,Unincorporated,AUSTINTOWN,Austintown CDP,,,,,,,,OH,44515,,{54B8B875-05A0-435F-B450-C158EAF098D6},COUNTY,,-80.739345302890001,41.076955706791900,17TNF2189547332,,Unknown,-80.73934530289 41.0769557067919,,,,,Numbered Thoroughfare Address,,,,10/15/2009 0:00:00,,,Unknown,,OHIO LOCATION BASED RESPONSE SYSTEM,
-1,,761,,761,,,,,31st,Street,West,,31st Street West,,,,,,,,,Dakota,Unincorporated,Hastings,,,,,,,,,MN,55033,,{D90EB92F-0CFE-4A10-B729-F1AA59F89FC5},Hastings,,-92.862274057389598,44.715487777159296,15TWK1090851354,,Parcel - Other,-92.8622740573896 44.7154877771593,,,,,Numbered Thoroughfare Address,,,,1/1/1900 0:00:00,,,Residential,,MetroGIS Coordinating Committee,
-1,,20,,20,,,,,Depew,Avenue,,,Depew Avenue,,,,,,,,,Wayne,Lyons,Lyons,Lyons CDP,,,,,,,,NY,14489,,{45709826-CB49-47D1-A001-C36304A9D625},911 Addressing Authority,,-76.994494978573002,43.058305628756997,18TUN3758369220,,Structure - Rooftop,-76.994494978573 43.058305628757,,,,,Numbered Thoroughfare Address,,,,7/23/2018 20:07:26,,,Unknown,,New York State GIS Program Office,
-1,,317,,317,,,,,Hartung,Street,,,Hartung Street,,,,,,,,,Brown,Unincorporated,GREEN BAY,,,,,,,,,WI,54302,2511,{26B09788-6205-4057-91C8-E1E0422635AB},DuMez_JD@co.brown.wi.us,,-87.991273699999994,44.502179560000002,16TDQ2119828129,,Unknown,-87.9912737 44.50217956,,,,,Numbered Thoroughfare Address,,,,7/16/2018 15:33:42,,,Unknown,,State of Wisconsin,
-1,,11,,11,,,,,WILLIAM MORRISON,Drive,,,WILLIAM MORRISON Drive,,,,,,,,,Norfolk,RANDOLPH,Not stated,,RANDOLPH,,,,,,,MA,02368,,{8AD0EFAD-388D-88D5-7AE0-03FAA16683D2},RANDOLPH,UNINC_COMM,-71.077910587000005,42.183278639000001,19TCG2840372215,,Structure - Rooftop,-71.077910587 42.183278639,,,,,Numbered Thoroughfare Address,,,,3/10/2014 0:00:00,,,Residential,,"MASSGIS, Massachusetts",
-1,,777,,777,,North,,,LOOP,Road,,,North LOOP Road,,,,,,,,,Cabarrus,KANNAPOLIS,KANNAPOLIS,,,,,,,,,NC,28081,,{D981629A-2348-4029-8091-4A165EC75AF7},,,-80.630130827727498,35.504323176447400,17SNV3354229035,,Unknown,-80.6301308277275 35.5043231764474,,,,,Numbered Thoroughfare Address,,,,1/1/2008 1:00:00,,,Unknown,,State of North Carolina,
-1,,4699,,4699,,,,,358th,Street,,,358th Street,,,,,,,,,Chisago,Unincorporated,North Branch,,,,,,,,,MN,55056,,{FB3DAF47-4DAF-4003-8F55-8702FA03825D},Chisago,,-93.013432999220001,45.466970000270798,15TVL9894934827,,Unknown,-93.01343299922 45.4669700002708,,,,,Numbered Thoroughfare Address,,,,3/19/2001 0:00:00,,,Unknown,,MetroGIS Coordinating Committee,
-1,,16535,,16535,,West,,,CINNABAR,Avenue,,,West CINNABAR Avenue,,,,,,,,,Pima,Unincorporated,TUCSON,Three Points CDP,,,,,,,,AZ,85736,,{2FDF0A31-D8AC-403C-BD30-65A2C2DA5FB6},PIMA COUNTY ITD GIS,,-111.315139234000000,31.993612432000099,12RVA7023139771,,Unknown,-111.315139234 31.9936124320001,,,,,Numbered Thoroughfare Address,,,,2/1/2021 7:00:00,,,Unknown,,State of Arizona,
-1,,7,,7,,,,,PELHAM,Street,,,PELHAM Street,,,,,,,,,Middlesex,BILLERICA,Not stated,,BILLERICA,,,,,,,MA,01862,,{8AD0EFA6-7B51-B515-7AE0-03FAA16683D2},BILLERICA,UNINC_COMM,-71.300090681000000,42.543318700000000,19TCH1113612667,,Site,-71.300090681 42.5433187,,,,,Numbered Thoroughfare Address,,,,2/28/2014 0:00:00,,,Residential,,"MASSGIS, Massachusetts",
